respondent_id,date,region,age_group,gender,education,device,Q1: Best programming language for beginners?,Q2: Preferred work mode?,Q3: Most important skill in 2024?,Q4: Preferred learning platform?,Q5: Job satisfaction level?
R0967,2024-08-29,East,25-34,Male,High School,Mobile,Java,Remote,AI/ML,Udemy,Neutral
R0968,2024-08-29,East,35-44,Male,High School,Mobile,JavaScript,On-site,AI/ML,Coursera,Satisfied
R0969,2024-08-30,East,18-24,Male,Master,Desktop,Python,Remote,AI/ML,Coursera,Dissatisfied
R0970,2024-08-30,Central,25-34,Male,Master,Mobile,JavaScript,Remote,Cybersecurity,Coursera,Neutral
R0971,2024-08-30,West,25-34,Female,Master,Mobile,Python,Remote,Cloud Computing,Coursera,Satisfied
R0972,2024-08-30,North,45-54,Male,Bachelor,Mobile,Python,Remote,AI/ML,YouTube,Neutral
R0973,2024-08-31,West,25-34,Female,Master,Mobile,Others,On-site,AI/ML,YouTube,Very Satisfied
R0974,2024-08-31,North,45-54,Male,Master,Desktop,JavaScript,Hybrid,AI/ML,Coursera,Neutral
R0975,2024-08-31,North,18-24,Female,Master,Mobile,JavaScript,On-site,AI/ML,YouTube,Dissatisfied
R0976,2024-08-31,South,18-24,Female,Master,Mobile,Python,Remote,Blockchain,YouTube,Neutral
R0977,2024-09-01,Central,18-24,Prefer not to say,PhD,Desktop,Python,Hybrid,Cybersecurity,Others,Very Satisfied
R0978,2024-09-01,West,25-34,Male,Bachelor,Desktop,Python,Hybrid,Blockchain,Coursera,Neutral
R0979,2024-09-01,South,25-34,Female,PhD,Mobile,Java,Remote,AI/ML,Coursera,Very Satisfied
R0980,2024-09-01,South,35-44,Male,Bachelor,Mobile,JavaScript,On-site,Cybersecurity,Coursera,Dissatisfied
R0981,2024-09-02,West,25-34,Male,Master,Desktop,Java,Hybrid,Cybersecurity,Others,Satisfied
R0982,2024-09-02,North,45-54,Male,Master,Tablet,JavaScript,Hybrid,Cloud Computing,Coursera,Satisfied
R0983,2024-09-02,West,45-54,Female,High School,Mobile,Java,Hybrid,Cloud Computing,LinkedIn Learning,Neutral
R0984,2024-09-02,South,55+,Male,PhD,Mobile,Python,On-site,AI/ML,Udemy,Neutral
R0985,2024-09-03,Central,55+,Male,Master,Mobile,Python,On-site,Cloud Computing,Udemy,Satisfied
R0986,2024-09-03,West,55+,Male,Bachelor,Desktop,JavaScript,Remote,Cloud Computing,Coursera,Very Satisfied
R0987,2024-09-03,Central,35-44,Non-binary,Master,Desktop,Python,Hybrid,AI/ML,Others,Very Satisfied
R0988,2024-09-03,South,35-44,Male,Bachelor,Desktop,Python,Remote,Cloud Computing,Udemy,Satisfied
R0989,2024-09-04,East,35-44,Male,PhD,Mobile,JavaScript,On-site,Data Analytics,YouTube,Satisfied
R0990,2024-09-04,West,18-24,Female,Master,Desktop,Python,Hybrid,Cybersecurity,LinkedIn Learning,Very Satisfied
R0991,2024-09-04,North,25-34,Male,Bachelor,Tablet,Python,On-site,AI/ML,YouTube,Very Satisfied
R0992,2024-09-04,South,55+,Male,Master,Mobile,Others,Remote,AI/ML,YouTube,Satisfied
R0993,2024-09-05,South,45-54,Female,Master,Mobile,Python,Hybrid,Blockchain,LinkedIn Learning,Dissatisfied
R0994,2024-09-05,Central,18-24,Male,High School,Mobile,Python,Hybrid,Cybersecurity,LinkedIn Learning,Neutral
R0995,2024-09-05,Central,18-24,Male,Master,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R0996,2024-09-05,East,35-44,Male,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Udemy,Satisfied
R0997,2024-09-06,East,35-44,Female,Bachelor,Mobile,JavaScript,Hybrid,AI/ML,Udemy,Very Satisfied
R0998,2024-09-06,North,55+,Non-binary,High School,Mobile,Python,Hybrid,Data Analytics,Others,Neutral
R0999,2024-09-06,South,35-44,Male,PhD,Desktop,JavaScript,Remote,AI/ML,YouTube,Neutral
R1000,2024-09-06,East,25-34,Male,Master,Mobile,C++,On-site,Data Analytics,Coursera,Very Satisfied
R1001,2024-09-07,South,25-34,Male,Master,Mobile,C++,Remote,Cybersecurity,LinkedIn Learning,Neutral
R1002,2024-09-07,Central,45-54,Non-binary,Bachelor,Mobile,Python,Remote,AI/ML,YouTube,Satisfied
R1003,2024-09-07,North,18-24,Female,High School,Desktop,Python,On-site,Data Analytics,Udemy,Neutral
R1004,2024-09-07,North,55+,Female,PhD,Desktop,Python,On-site,AI/ML,Udemy,Very Satisfied
R1005,2024-09-08,Central,18-24,Male,Bachelor,Desktop,JavaScript,Remote,AI/ML,Udemy,Very Dissatisfied
R1006,2024-09-08,West,25-34,Female,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R1007,2024-09-08,South,18-24,Female,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Coursera,Dissatisfied
R1008,2024-09-08,Central,45-54,Female,Bachelor,Tablet,Python,Remote,Cloud Computing,YouTube,Very Dissatisfied
R1009,2024-09-09,East,35-44,Female,Bachelor,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Satisfied
R1010,2024-09-09,South,18-24,Male,Master,Desktop,Python,Hybrid,Cybersecurity,YouTube,Very Satisfied
R1011,2024-09-09,Central,35-44,Prefer not to say,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Very Satisfied
R1012,2024-09-09,South,18-24,Female,Bachelor,Mobile,Python,Remote,Cybersecurity,YouTube,Neutral
R1013,2024-09-10,North,25-34,Female,Master,Mobile,Java,Hybrid,Data Analytics,Udemy,Neutral
R1014,2024-09-10,Central,25-34,Female,Bachelor,Mobile,Python,Remote,Cybersecurity,Udemy,Satisfied
R1015,2024-09-10,North,25-34,Non-binary,Bachelor,Desktop,Java,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R1016,2024-09-10,Central,25-34,Male,High School,Desktop,Python,Remote,AI/ML,Others,Dissatisfied
R1017,2024-09-11,East,35-44,Male,Bachelor,Tablet,Python,Hybrid,AI/ML,Coursera,Satisfied
R1018,2024-09-11,East,18-24,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,Udemy,Neutral
R1019,2024-09-11,West,25-34,Male,Bachelor,Desktop,JavaScript,On-site,Data Analytics,YouTube,Very Satisfied
R1020,2024-09-11,West,25-34,Male,PhD,Mobile,C++,Hybrid,Cybersecurity,YouTube,Satisfied
R1021,2024-09-12,East,18-24,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Neutral
R1022,2024-09-12,Central,25-34,Male,Bachelor,Tablet,Java,Hybrid,AI/ML,Udemy,Very Satisfied
R1023,2024-09-12,West,45-54,Prefer not to say,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,YouTube,Satisfied
R1024,2024-09-12,East,25-34,Female,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R1025,2024-09-13,East,25-34,Male,Bachelor,Mobile,Others,Remote,Cybersecurity,Others,Very Satisfied
R1026,2024-09-13,West,25-34,Male,Bachelor,Tablet,Python,Hybrid,Cloud Computing,LinkedIn Learning,Very Satisfied
R1027,2024-09-13,West,35-44,Female,PhD,Desktop,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R1028,2024-09-13,South,25-34,Prefer not to say,High School,Tablet,JavaScript,Hybrid,Data Analytics,Coursera,Satisfied
R1029,2024-09-14,South,25-34,Non-binary,Master,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R1030,2024-09-14,East,18-24,Male,Master,Mobile,Others,On-site,Cloud Computing,YouTube,Dissatisfied
R1031,2024-09-14,Central,45-54,Male,PhD,Mobile,Java,On-site,AI/ML,Others,Satisfied
R1032,2024-09-14,Central,25-34,Non-binary,High School,Desktop,JavaScript,Hybrid,AI/ML,Udemy,Very Satisfied
R1033,2024-09-15,East,25-34,Non-binary,High School,Mobile,Python,Hybrid,AI/ML,Coursera,Dissatisfied
R1034,2024-09-15,West,35-44,Male,Master,Mobile,Java,Remote,Cloud Computing,Coursera,Dissatisfied
R1035,2024-09-15,North,35-44,Male,Master,Tablet,Python,Hybrid,Data Analytics,Coursera,Satisfied
R1036,2024-09-15,East,35-44,Male,Master,Mobile,Python,Hybrid,Cloud Computing,YouTube,Neutral
R1037,2024-09-16,Central,55+,Non-binary,Master,Mobile,Python,On-site,Cloud Computing,Udemy,Neutral
R1038,2024-09-16,South,55+,Female,Bachelor,Tablet,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Neutral
R1039,2024-09-16,West,45-54,Male,Master,Desktop,Python,Remote,Blockchain,LinkedIn Learning,Dissatisfied
R1040,2024-09-16,Central,35-44,Female,Bachelor,Mobile,Java,Hybrid,Cybersecurity,Coursera,Satisfied
R1041,2024-09-17,North,25-34,Male,High School,Tablet,Python,Remote,Cloud Computing,Udemy,Very Satisfied
R1042,2024-09-17,West,45-54,Male,Bachelor,Tablet,Java,Hybrid,AI/ML,Coursera,Satisfied
R1043,2024-09-17,North,25-34,Female,Bachelor,Desktop,Java,Remote,Data Analytics,YouTube,Dissatisfied
R1044,2024-09-17,North,18-24,Female,Bachelor,Tablet,Python,Remote,Cloud Computing,Coursera,Satisfied
R1045,2024-09-18,West,45-54,Female,PhD,Mobile,Java,Hybrid,Cybersecurity,Coursera,Very Dissatisfied
R1046,2024-09-18,West,55+,Female,PhD,Desktop,Python,Remote,Cloud Computing,YouTube,Satisfied
R1047,2024-09-18,East,35-44,Prefer not to say,PhD,Mobile,Python,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R1048,2024-09-18,East,45-54,Female,High School,Desktop,Python,Remote,AI/ML,Coursera,Satisfied
R1049,2024-09-19,South,35-44,Female,Bachelor,Mobile,C++,Remote,Data Analytics,Udemy,Satisfied
R1050,2024-09-19,South,18-24,Male,High School,Desktop,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R1051,2024-09-19,North,18-24,Female,Bachelor,Desktop,Python,Hybrid,Cloud Computing,Udemy,Satisfied
R1052,2024-09-19,North,35-44,Male,Bachelor,Desktop,Python,Hybrid,Cloud Computing,Udemy,Neutral
R1053,2024-09-20,East,35-44,Female,Bachelor,Mobile,Java,Hybrid,AI/ML,LinkedIn Learning,Very Satisfied
R1054,2024-09-20,West,45-54,Non-binary,High School,Desktop,Python,Remote,AI/ML,Udemy,Satisfied
R1055,2024-09-20,North,35-44,Female,Master,Tablet,Python,On-site,Data Analytics,YouTube,Very Satisfied
R1056,2024-09-20,East,25-34,Female,Bachelor,Desktop,JavaScript,Remote,Data Analytics,Coursera,Very Dissatisfied
R1057,2024-09-21,North,55+,Male,Bachelor,Mobile,JavaScript,On-site,Cloud Computing,Others,Neutral
R1058,2024-09-21,West,45-54,Male,Bachelor,Tablet,C++,On-site,Data Analytics,YouTube,Dissatisfied
R1059,2024-09-21,South,55+,Male,Bachelor,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Very Satisfied
R1060,2024-09-21,West,35-44,Male,Bachelor,Desktop,Java,Hybrid,Cybersecurity,YouTube,Satisfied
R1061,2024-09-22,North,25-34,Female,PhD,Mobile,Python,Hybrid,Data Analytics,Udemy,Dissatisfied
R1062,2024-09-22,East,45-54,Male,Bachelor,Mobile,JavaScript,On-site,Data Analytics,YouTube,Very Satisfied
R1063,2024-09-22,South,25-34,Female,PhD,Tablet,JavaScript,On-site,Cloud Computing,YouTube,Satisfied
R1064,2024-09-22,East,45-54,Male,Bachelor,Mobile,Others,Hybrid,Cybersecurity,Udemy,Satisfied
R1065,2024-09-23,East,55+,Male,PhD,Mobile,Python,On-site,Data Analytics,Others,Neutral
R1066,2024-09-23,Central,45-54,Female,Bachelor,Mobile,Others,Hybrid,Cloud Computing,Coursera,Satisfied
R1067,2024-09-23,East,18-24,Female,Bachelor,Desktop,Python,Remote,AI/ML,Udemy,Very Satisfied
R1068,2024-09-23,Central,25-34,Male,High School,Mobile,Java,On-site,Cybersecurity,YouTube,Satisfied
R1069,2024-09-24,East,55+,Male,Master,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R1070,2024-09-24,West,18-24,Non-binary,High School,Desktop,Java,On-site,Cloud Computing,Udemy,Satisfied
R1071,2024-09-24,North,25-34,Male,PhD,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Very Satisfied
R1072,2024-09-24,East,25-34,Non-binary,Master,Tablet,Python,Remote,AI/ML,YouTube,Satisfied
R1073,2024-09-25,West,25-34,Female,PhD,Desktop,Python,Remote,Cloud Computing,YouTube,Neutral
R1074,2024-09-25,South,45-54,Female,Master,Mobile,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R1075,2024-09-25,North,45-54,Male,Bachelor,Mobile,JavaScript,On-site,Data Analytics,Coursera,Very Satisfied
R1076,2024-09-25,East,35-44,Female,Master,Mobile,JavaScript,Remote,Cybersecurity,Coursera,Neutral
R1077,2024-09-26,North,25-34,Female,Bachelor,Desktop,JavaScript,Hybrid,Cloud Computing,Coursera,Neutral
R1078,2024-09-26,East,35-44,Male,Bachelor,Mobile,Python,Remote,Cybersecurity,LinkedIn Learning,Very Satisfied
R1079,2024-09-26,Central,35-44,Female,Master,Desktop,Python,Remote,AI/ML,Udemy,Satisfied
R1080,2024-09-26,West,25-34,Female,High School,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Very Satisfied
R1081,2024-09-27,South,45-54,Male,PhD,Tablet,Python,Remote,Cloud Computing,LinkedIn Learning,Neutral
R1082,2024-09-27,West,45-54,Male,Master,Desktop,JavaScript,On-site,Cybersecurity,YouTube,Satisfied
R1083,2024-09-27,East,18-24,Non-binary,High School,Desktop,JavaScript,Remote,Data Analytics,LinkedIn Learning,Satisfied
R1084,2024-09-27,South,18-24,Male,Bachelor,Mobile,Others,Hybrid,Data Analytics,Udemy,Satisfied
R1085,2024-09-28,Central,25-34,Female,Bachelor,Mobile,C++,Hybrid,Data Analytics,Others,Very Satisfied
R1086,2024-09-28,East,25-34,Female,Master,Mobile,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Neutral
R1087,2024-09-28,Central,25-34,Male,Bachelor,Mobile,Others,Remote,Cybersecurity,Coursera,Satisfied
R1088,2024-09-28,North,35-44,Female,Bachelor,Tablet,Python,Hybrid,Cloud Computing,YouTube,Dissatisfied
R1089,2024-09-29,South,18-24,Male,Master,Mobile,Java,Remote,AI/ML,LinkedIn Learning,Very Satisfied
R1090,2024-09-29,Central,18-24,Female,Bachelor,Desktop,Python,Remote,AI/ML,YouTube,Satisfied
R1091,2024-09-29,East,35-44,Female,Master,Desktop,Python,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R1092,2024-09-29,North,35-44,Male,PhD,Desktop,Python,Remote,Cloud Computing,Udemy,Satisfied
R1093,2024-09-30,West,35-44,Male,High School,Desktop,Python,On-site,Cloud Computing,Udemy,Dissatisfied
R1094,2024-09-30,Central,25-34,Male,Master,Mobile,Python,On-site,AI/ML,YouTube,Very Satisfied
R1095,2024-09-30,West,35-44,Male,Bachelor,Mobile,JavaScript,Remote,Data Analytics,YouTube,Very Dissatisfied
R1096,2024-09-30,North,45-54,Male,High School,Desktop,C++,Hybrid,Cybersecurity,Udemy,Dissatisfied
R1097,2024-10-01,South,35-44,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Udemy,Very Satisfied
R1098,2024-10-01,South,55+,Male,Master,Desktop,JavaScript,On-site,Cybersecurity,Coursera,Satisfied
R1099,2024-10-01,West,35-44,Female,Bachelor,Mobile,Python,Remote,AI/ML,LinkedIn Learning,Neutral
R1100,2024-10-01,West,35-44,Female,Bachelor,Desktop,Python,On-site,Cybersecurity,YouTube,Satisfied
R1101,2024-10-02,East,18-24,Female,Bachelor,Mobile,Others,Hybrid,Data Analytics,Udemy,Satisfied
R1102,2024-10-02,East,35-44,Prefer not to say,Bachelor,Desktop,C++,Hybrid,Data Analytics,Coursera,Very Dissatisfied
R1103,2024-10-02,West,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Very Satisfied
R1104,2024-10-02,South,18-24,Male,Master,Desktop,Others,Hybrid,AI/ML,Others,Neutral
R1105,2024-10-03,East,35-44,Non-binary,Master,Mobile,Java,Remote,Cloud Computing,Coursera,Very Satisfied
R1106,2024-10-03,North,18-24,Female,Master,Tablet,Python,Hybrid,Data Analytics,YouTube,Neutral
R1107,2024-10-03,West,18-24,Female,Master,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R1108,2024-10-03,South,55+,Male,High School,Mobile,JavaScript,Hybrid,AI/ML,YouTube,Neutral
R1109,2024-10-04,Central,25-34,Male,Master,Desktop,Python,On-site,Cloud Computing,Coursera,Neutral
R1110,2024-10-04,Central,45-54,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,Udemy,Very Dissatisfied
R1111,2024-10-04,South,45-54,Female,Bachelor,Desktop,Python,Hybrid,Cloud Computing,YouTube,Neutral
R1112,2024-10-04,West,25-34,Male,Bachelor,Desktop,C++,On-site,Cloud Computing,Udemy,Satisfied
R1113,2024-10-05,West,25-34,Male,Master,Mobile,Java,On-site,Cloud Computing,Coursera,Dissatisfied
R1114,2024-10-05,West,25-34,Male,Master,Desktop,Python,Remote,Data Analytics,Udemy,Very Dissatisfied
R1115,2024-10-05,West,55+,Male,Master,Mobile,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Dissatisfied
R1116,2024-10-05,North,35-44,Male,Bachelor,Desktop,Python,On-site,AI/ML,Udemy,Neutral
R1117,2024-10-06,South,25-34,Female,Master,Mobile,JavaScript,Remote,AI/ML,Coursera,Very Satisfied
R1118,2024-10-06,Central,45-54,Non-binary,Master,Tablet,JavaScript,Hybrid,Blockchain,Udemy,Very Satisfied
R1119,2024-10-06,West,55+,Female,Bachelor,Desktop,Others,Remote,Cybersecurity,YouTube,Neutral
R1120,2024-10-06,West,18-24,Male,Master,Mobile,Python,On-site,AI/ML,Coursera,Dissatisfied
R1121,2024-10-07,South,25-34,Female,Master,Tablet,C++,Hybrid,AI/ML,YouTube,Satisfied
R1122,2024-10-07,North,45-54,Female,High School,Desktop,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R1123,2024-10-07,North,25-34,Female,PhD,Mobile,Python,Hybrid,Data Analytics,YouTube,Satisfied
R1124,2024-10-07,West,35-44,Male,Master,Mobile,JavaScript,Hybrid,Data Analytics,Coursera,Satisfied
R1125,2024-10-08,South,45-54,Male,Bachelor,Mobile,Java,Hybrid,Cloud Computing,Coursera,Dissatisfied
R1126,2024-10-08,East,45-54,Female,PhD,Mobile,Others,Remote,Cloud Computing,LinkedIn Learning,Satisfied
R1127,2024-10-08,South,25-34,Female,Bachelor,Desktop,C++,Hybrid,AI/ML,Others,Satisfied
R1128,2024-10-08,North,18-24,Female,High School,Mobile,Python,Remote,Cybersecurity,LinkedIn Learning,Neutral
R1129,2024-10-09,South,25-34,Prefer not to say,High School,Desktop,Python,On-site,AI/ML,Coursera,Neutral
R1130,2024-10-09,East,25-34,Female,Master,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R1131,2024-10-09,East,18-24,Female,High School,Mobile,Python,On-site,AI/ML,Udemy,Very Satisfied
R1132,2024-10-09,North,35-44,Male,PhD,Tablet,Java,Hybrid,Cloud Computing,Coursera,Dissatisfied
R1133,2024-10-10,West,35-44,Male,High School,Tablet,Python,Hybrid,AI/ML,LinkedIn Learning,Very Satisfied
R1134,2024-10-10,Central,18-24,Female,Master,Mobile,JavaScript,Remote,AI/ML,LinkedIn Learning,Satisfied
R1135,2024-10-10,South,18-24,Male,Master,Mobile,Others,On-site,AI/ML,YouTube,Dissatisfied
R1136,2024-10-10,South,18-24,Male,Bachelor,Desktop,Python,Remote,Data Analytics,Udemy,Neutral
R1137,2024-10-11,West,25-34,Female,Bachelor,Mobile,Java,Hybrid,Blockchain,Coursera,Dissatisfied
R1138,2024-10-11,Central,25-34,Female,Bachelor,Tablet,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R1139,2024-10-11,East,45-54,Female,Master,Mobile,JavaScript,Remote,Data Analytics,Others,Satisfied
R1140,2024-10-11,North,18-24,Female,Master,Desktop,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R1141,2024-10-12,North,25-34,Female,Bachelor,Desktop,JavaScript,Remote,Cloud Computing,Coursera,Satisfied
R1142,2024-10-12,North,25-34,Male,High School,Mobile,Python,On-site,Cloud Computing,Udemy,Satisfied
R1143,2024-10-12,West,25-34,Non-binary,Bachelor,Desktop,Python,Remote,Cybersecurity,YouTube,Satisfied
R1144,2024-10-12,North,35-44,Prefer not to say,Bachelor,Desktop,Python,Hybrid,Data Analytics,LinkedIn Learning,Neutral
R1145,2024-10-13,South,35-44,Male,Bachelor,Mobile,C++,On-site,Cloud Computing,YouTube,Dissatisfied
R1146,2024-10-13,North,35-44,Male,Bachelor,Tablet,Python,Hybrid,AI/ML,Others,Dissatisfied
R1147,2024-10-13,South,18-24,Female,Bachelor,Desktop,Python,Remote,Cybersecurity,YouTube,Dissatisfied
R1148,2024-10-13,North,25-34,Prefer not to say,Bachelor,Desktop,Python,Hybrid,Cybersecurity,Coursera,Dissatisfied
R1149,2024-10-14,West,25-34,Female,Bachelor,Mobile,Python,Remote,Cloud Computing,LinkedIn Learning,Satisfied
R1150,2024-10-14,Central,25-34,Male,Master,Mobile,JavaScript,Remote,Cloud Computing,YouTube,Very Dissatisfied
R1151,2024-10-14,South,55+,Female,Bachelor,Mobile,C++,On-site,AI/ML,Coursera,Satisfied
R1152,2024-10-14,North,35-44,Female,Bachelor,Desktop,JavaScript,Remote,AI/ML,Udemy,Dissatisfied
R1153,2024-10-15,West,18-24,Male,High School,Desktop,Java,Remote,Data Analytics,Udemy,Neutral
R1154,2024-10-15,Central,18-24,Female,High School,Mobile,C++,On-site,Cloud Computing,Udemy,Neutral
R1155,2024-10-15,Central,18-24,Female,Bachelor,Mobile,Python,Hybrid,Data Analytics,Udemy,Very Dissatisfied
R1156,2024-10-15,North,45-54,Female,Master,Desktop,JavaScript,On-site,Data Analytics,YouTube,Dissatisfied
R1157,2024-10-16,South,25-34,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,YouTube,Neutral
R1158,2024-10-16,South,25-34,Male,Bachelor,Desktop,Python,Hybrid,Data Analytics,Udemy,Neutral
R1159,2024-10-16,North,25-34,Female,Master,Desktop,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Neutral
R1160,2024-10-16,East,55+,Male,Bachelor,Desktop,Java,Hybrid,AI/ML,YouTube,Neutral
R1161,2024-10-17,South,45-54,Non-binary,Master,Mobile,Java,Remote,AI/ML,YouTube,Satisfied
R1162,2024-10-17,Central,25-34,Male,PhD,Mobile,Java,Remote,AI/ML,Others,Very Satisfied
R1163,2024-10-17,East,25-34,Male,High School,Mobile,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R1164,2024-10-17,Central,55+,Female,PhD,Mobile,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R1165,2024-10-18,Central,45-54,Male,Master,Mobile,Python,Remote,Cloud Computing,YouTube,Neutral
R1166,2024-10-18,South,35-44,Male,High School,Desktop,JavaScript,On-site,Blockchain,Coursera,Satisfied
R1167,2024-10-18,Central,55+,Female,Master,Desktop,Python,Hybrid,Data Analytics,Udemy,Very Satisfied
R1168,2024-10-18,South,18-24,Male,PhD,Mobile,Python,Remote,Cybersecurity,Coursera,Very Satisfied
R1169,2024-10-19,North,25-34,Female,Bachelor,Tablet,Python,Remote,Cybersecurity,Coursera,Neutral
R1170,2024-10-19,South,35-44,Female,PhD,Mobile,Python,Hybrid,Data Analytics,Others,Very Satisfied
R1171,2024-10-19,North,35-44,Male,Bachelor,Mobile,JavaScript,On-site,Blockchain,Coursera,Neutral
R1172,2024-10-19,Central,18-24,Female,Bachelor,Mobile,Python,Remote,Cybersecurity,YouTube,Satisfied
R1173,2024-10-20,North,45-54,Female,Bachelor,Desktop,Python,Remote,Cybersecurity,YouTube,Very Satisfied
R1174,2024-10-20,West,25-34,Male,Bachelor,Mobile,Java,Hybrid,Cybersecurity,Udemy,Satisfied
R1175,2024-10-20,South,25-34,Male,PhD,Desktop,Python,Remote,AI/ML,YouTube,Very Satisfied
R1176,2024-10-20,East,45-54,Female,Bachelor,Mobile,JavaScript,On-site,Data Analytics,Others,Satisfied
R1177,2024-10-21,West,18-24,Female,Bachelor,Mobile,JavaScript,Remote,AI/ML,YouTube,Very Satisfied
R1178,2024-10-21,North,18-24,Male,Bachelor,Tablet,Python,Remote,Cloud Computing,LinkedIn Learning,Neutral
R1179,2024-10-21,South,35-44,Female,Master,Desktop,C++,On-site,Cloud Computing,Coursera,Neutral
R1180,2024-10-21,West,18-24,Prefer not to say,High School,Mobile,C++,Remote,Cloud Computing,YouTube,Satisfied
R1181,2024-10-22,North,25-34,Male,PhD,Tablet,Python,Hybrid,AI/ML,YouTube,Very Satisfied
R1182,2024-10-22,Central,55+,Male,High School,Mobile,JavaScript,Hybrid,AI/ML,Udemy,Satisfied
R1183,2024-10-22,Central,35-44,Male,Master,Desktop,Python,Remote,Data Analytics,YouTube,Very Satisfied
R1184,2024-10-22,East,45-54,Female,PhD,Mobile,Python,Hybrid,Cybersecurity,YouTube,Very Satisfied
R1185,2024-10-23,North,35-44,Female,Master,Tablet,Python,On-site,Data Analytics,Coursera,Very Dissatisfied
R1186,2024-10-23,South,55+,Female,Master,Desktop,Python,Hybrid,Cloud Computing,LinkedIn Learning,Neutral
R1187,2024-10-23,Central,18-24,Female,PhD,Desktop,Python,Remote,AI/ML,Udemy,Neutral
R1188,2024-10-23,Central,25-34,Male,Master,Desktop,Others,On-site,Cloud Computing,Udemy,Dissatisfied
R1189,2024-10-24,East,25-34,Male,High School,Desktop,Python,Remote,AI/ML,Udemy,Satisfied
R1190,2024-10-24,West,18-24,Male,Bachelor,Mobile,Python,Remote,Data Analytics,Udemy,Very Satisfied
R1191,2024-10-24,North,55+,Female,Bachelor,Desktop,Java,Hybrid,Cloud Computing,Coursera,Very Satisfied
R1192,2024-10-24,Central,35-44,Male,PhD,Tablet,Others,On-site,Blockchain,YouTube,Dissatisfied
R1193,2024-10-25,Central,25-34,Male,PhD,Mobile,C++,Remote,AI/ML,Coursera,Satisfied
R1194,2024-10-25,West,35-44,Male,High School,Mobile,Python,On-site,Cloud Computing,YouTube,Satisfied
R1195,2024-10-25,North,18-24,Male,Master,Tablet,Java,Remote,AI/ML,Udemy,Neutral
R1196,2024-10-25,Central,18-24,Male,Master,Desktop,C++,Hybrid,Blockchain,Coursera,Dissatisfied
R1197,2024-10-26,Central,45-54,Male,High School,Mobile,Python,On-site,AI/ML,YouTube,Neutral
R1198,2024-10-26,North,25-34,Male,Master,Mobile,C++,Hybrid,Data Analytics,Coursera,Satisfied
R1199,2024-10-26,North,18-24,Female,High School,Mobile,JavaScript,Remote,AI/ML,LinkedIn Learning,Dissatisfied
R1200,2024-10-26,North,18-24,Prefer not to say,High School,Tablet,Python,On-site,AI/ML,Others,Satisfied
